history_id,opportunity_id,stage,entered_at,exited_at
H004582,O01183,Negotiation,2025-04-07,2025-04-13
H004583,O01183,Closed Won,2025-04-13,
H004584,O01184,Prospecting,2025-03-04,2025-03-18
H004585,O01184,Qualification,2025-03-18,2025-03-25
H004586,O01184,Proposal,2025-03-25,2025-05-17
H004587,O01184,Negotiation,2025-05-17,2025-06-07
H004588,O01184,Closed Won,2025-06-07,
H004589,O01185,Prospecting,2026-04-15,2026-04-27
H004590,O01185,Qualification,2026-04-27,2026-04-28
H004591,O01185,Proposal,2026-04-28,2026-05-03
H004592,O01185,Negotiation,2026-05-03,2026-05-17
H004593,O01185,Closed Won,2026-05-17,
H004594,O01186,Prospecting,2024-07-07,2024-07-23
H004595,O01186,Qualification,2024-07-23,2024-09-29
H004596,O01186,Proposal,2024-09-29,2024-10-19
H004597,O01186,Closed Lost,2024-10-19,
H004598,O01187,Prospecting,2024-12-28,2025-01-26
H004599,O01187,Qualification,2025-01-26,2025-01-31
H004600,O01187,Proposal,2025-01-31,2025-02-22
H004601,O01187,Negotiation,2025-02-22,2025-02-25
H004602,O01187,Closed Won,2025-02-25,
H004603,O01188,Prospecting,2025-04-10,2025-04-14
H004604,O01188,Qualification,2025-04-14,2025-05-04
H004605,O01188,Proposal,2025-05-04,2025-05-14
H004606,O01188,Negotiation,2025-05-14,2025-05-21
H004607,O01188,Closed Won,2025-05-21,
H004608,O01189,Prospecting,2024-08-03,2024-08-17
H004609,O01189,Qualification,2024-08-17,2024-10-25
H004610,O01189,Closed Lost,2024-10-25,
H004611,O01190,Prospecting,2025-05-01,2025-08-18
H004612,O01190,Closed Lost,2025-08-18,
H004613,O01191,Prospecting,2026-01-20,2026-02-14
H004614,O01191,Closed Lost,2026-02-14,
H004615,O01192,Prospecting,2025-02-23,2025-03-01
H004616,O01192,Qualification,2025-03-01,2025-03-08
H004617,O01192,Proposal,2025-03-08,2025-04-22
H004618,O01192,Negotiation,2025-04-22,2025-05-29
H004619,O01192,Closed Won,2025-05-29,
H004620,O01193,Prospecting,2025-10-10,2026-01-27
H004621,O01193,Closed Lost,2026-01-27,
H004622,O01194,Prospecting,2026-04-12,2026-04-23
H004623,O01194,Qualification,2026-04-23,2026-04-26
H004624,O01194,Proposal,2026-04-26,2026-05-02
H004625,O01194,Negotiation,2026-05-02,2026-05-22
H004626,O01194,Closed Won,2026-05-22,
H004627,O01195,Prospecting,2026-04-10,2026-04-17
H004628,O01195,Qualification,2026-04-17,2026-04-17
H004629,O01195,Proposal,2026-04-17,
H004630,O01196,Prospecting,2024-09-07,2024-09-28
H004631,O01196,Qualification,2024-09-28,2024-10-01
H004632,O01196,Proposal,2024-10-01,2024-10-02
H004633,O01196,Negotiation,2024-10-02,2024-11-23
H004634,O01196,Closed Won,2024-11-23,
H004635,O01197,Prospecting,2025-11-17,2026-01-22
H004636,O01197,Qualification,2026-01-22,2026-01-28
H004637,O01197,Proposal,2026-01-28,2026-02-16
H004638,O01197,Negotiation,2026-02-16,2026-02-27
H004639,O01197,Closed Won,2026-02-27,
H004640,O01198,Prospecting,2025-01-14,2025-01-23
H004641,O01198,Qualification,2025-01-23,2025-01-25
H004642,O01198,Proposal,2025-01-25,2025-01-29
H004643,O01198,Negotiation,2025-01-29,2025-02-07
H004644,O01198,Closed Won,2025-02-07,
H004645,O01199,Prospecting,2026-04-25,2026-05-01
H004646,O01199,Qualification,2026-05-01,2026-05-26
H004647,O01199,Proposal,2026-05-26,
H004648,O01200,Prospecting,2024-09-29,2024-11-30
H004649,O01200,Closed Lost,2024-11-30,
H004650,O01201,Prospecting,2024-06-09,2024-08-21
H004651,O01201,Closed Lost,2024-08-21,
H004652,O01202,Prospecting,2025-09-26,2025-10-22
H004653,O01202,Qualification,2025-10-22,2025-11-18
H004654,O01202,Proposal,2025-11-18,2025-11-24
H004655,O01202,Negotiation,2025-11-24,2025-12-16
H004656,O01202,Closed Won,2025-12-16,
H004657,O01203,Prospecting,2026-01-18,2026-03-28
H004658,O01203,Qualification,2026-03-28,2026-04-23
H004659,O01203,Closed Lost,2026-04-23,
H004660,O01204,Prospecting,2025-08-11,2025-08-13
H004661,O01204,Qualification,2025-08-13,2025-10-18
H004662,O01204,Proposal,2025-10-18,2025-11-30
H004663,O01204,Negotiation,2025-11-30,2025-12-05
H004664,O01204,Closed Won,2025-12-05,
H004665,O01205,Prospecting,2026-05-18,2026-05-20
H004666,O01205,Qualification,2026-05-20,
H004667,O01206,Prospecting,2026-03-16,2026-03-17
H004668,O01206,Qualification,2026-03-17,2026-03-29
H004669,O01206,Proposal,2026-03-29,2026-04-11
H004670,O01206,Negotiation,2026-04-11,2026-05-04
H004671,O01206,Closed Won,2026-05-04,
H004672,O01207,Prospecting,2024-07-17,2024-07-17
H004673,O01207,Qualification,2024-07-17,2024-08-09
H004674,O01207,Proposal,2024-08-09,2024-08-10
H004675,O01207,Negotiation,2024-08-10,2024-08-12
H004676,O01207,Closed Won,2024-08-12,
H004677,O01208,Prospecting,2026-01-05,2026-03-05
H004678,O01208,Closed Lost,2026-03-05,
H004679,O01209,Prospecting,2026-04-01,2026-04-01
H004680,O01209,Qualification,2026-04-01,2026-04-11
H004681,O01209,Proposal,2026-04-11,2026-05-10
H004682,O01209,Negotiation,2026-05-10,
H004683,O01210,Prospecting,2026-03-04,
H004684,O01211,Prospecting,2024-10-13,2024-11-03
H004685,O01211,Qualification,2024-11-03,2024-11-08
H004686,O01211,Proposal,2024-11-08,2024-12-07
H004687,O01211,Negotiation,2024-12-07,2024-12-25
H004688,O01211,Closed Lost,2024-12-25,
H004689,O01212,Prospecting,2024-09-02,2024-09-04
H004690,O01212,Qualification,2024-09-04,2024-10-01
H004691,O01212,Proposal,2024-10-01,2024-10-02
H004692,O01212,Negotiation,2024-10-02,2024-10-11
H004693,O01212,Closed Won,2024-10-11,
H004694,O01213,Prospecting,2025-09-25,2025-09-27
H004695,O01213,Qualification,2025-09-27,2025-10-04
H004696,O01213,Proposal,2025-10-04,2025-10-18
H004697,O01213,Negotiation,2025-10-18,2025-10-30
H004698,O01213,Closed Lost,2025-10-30,
H004699,O01214,Prospecting,2026-05-10,2026-05-23
H004700,O01214,Qualification,2026-05-23,2026-05-30
H004701,O01214,Proposal,2026-05-30,
H004702,O01215,Prospecting,2025-10-30,2025-11-01
H004703,O01215,Qualification,2025-11-01,2025-12-23
H004704,O01215,Proposal,2025-12-23,2026-01-17
H004705,O01215,Negotiation,2026-01-17,2026-01-24
H004706,O01215,Closed Won,2026-01-24,
H004707,O01216,Prospecting,2025-06-17,2025-07-28
H004708,O01216,Qualification,2025-07-28,2025-08-05
H004709,O01216,Proposal,2025-08-05,2025-08-08
H004710,O01216,Negotiation,2025-08-08,2025-09-10
H004711,O01216,Closed Won,2025-09-10,
H004712,O01217,Prospecting,2025-09-19,2025-09-23
H004713,O01217,Qualification,2025-09-23,2025-11-01
H004714,O01217,Proposal,2025-11-01,2026-01-04
H004715,O01217,Negotiation,2026-01-04,2026-01-16
H004716,O01217,Closed Lost,2026-01-16,
H004717,O01218,Prospecting,2026-04-18,2026-04-18
H004718,O01218,Qualification,2026-04-18,2026-05-01
H004719,O01218,Proposal,2026-05-01,
H004720,O01219,Prospecting,2024-08-28,2024-11-26
H004721,O01219,Qualification,2024-11-26,2024-11-27
H004722,O01219,Closed Lost,2024-11-27,
H004723,O01220,Prospecting,2026-05-22,2026-05-24
H004724,O01220,Qualification,2026-05-24,2026-05-29
H004725,O01220,Proposal,2026-05-29,
H004726,O01221,Prospecting,2026-04-13,2026-04-23
H004727,O01221,Qualification,2026-04-23,2026-05-14
H004728,O01221,Proposal,2026-05-14,2026-05-20
H004729,O01221,Closed Lost,2026-05-20,
H004730,O01222,Prospecting,2025-03-04,2025-03-14
H004731,O01222,Qualification,2025-03-14,2025-03-25
H004732,O01222,Proposal,2025-03-25,2025-04-05
H004733,O01222,Negotiation,2025-04-05,2025-06-26
H004734,O01222,Closed Lost,2025-06-26,
H004735,O01223,Prospecting,2026-04-17,
H004736,O01224,Prospecting,2025-12-18,2025-12-30
H004737,O01224,Qualification,2025-12-30,2026-01-12
H004738,O01224,Proposal,2026-01-12,2026-01-26
H004739,O01224,Negotiation,2026-01-26,2026-02-03
H004740,O01224,Closed Won,2026-02-03,
H004741,O01225,Prospecting,2025-11-11,2025-11-20
H004742,O01225,Qualification,2025-11-20,2025-12-18
H004743,O01225,Proposal,2025-12-18,2026-02-12
H004744,O01225,Closed Lost,2026-02-12,
H004745,O01226,Prospecting,2025-04-07,2025-04-16
H004746,O01226,Qualification,2025-04-16,2025-07-14
H004747,O01226,Proposal,2025-07-14,2025-07-20
H004748,O01226,Closed Lost,2025-07-20,
H004749,O01227,Prospecting,2025-06-20,2025-08-25
H004750,O01227,Closed Lost,2025-08-25,
H004751,O01228,Prospecting,2024-11-06,2024-11-10
H004752,O01228,Qualification,2024-11-10,2024-12-04
H004753,O01228,Proposal,2024-12-04,2024-12-09
H004754,O01228,Negotiation,2024-12-09,2024-12-17
H004755,O01228,Closed Won,2024-12-17,
H004756,O01229,Prospecting,2025-10-04,2025-10-04
H004757,O01229,Qualification,2025-10-04,2025-11-02
H004758,O01229,Proposal,2025-11-02,2025-11-28
H004759,O01229,Negotiation,2025-11-28,2026-01-19
H004760,O01229,Closed Won,2026-01-19,
H004761,O01230,Prospecting,2024-06-30,2024-07-14
H004762,O01230,Qualification,2024-07-14,2024-07-19
H004763,O01230,Proposal,2024-07-19,2024-08-10
H004764,O01230,Negotiation,2024-08-10,2024-08-19
H004765,O01230,Closed Lost,2024-08-19,
H004766,O01231,Prospecting,2025-01-11,2025-03-06
H004767,O01231,Closed Lost,2025-03-06,
H004768,O01232,Prospecting,2025-01-15,2025-02-12
H004769,O01232,Qualification,2025-02-12,2025-02-28
H004770,O01232,Closed Lost,2025-02-28,
H004771,O01233,Prospecting,2025-01-11,2025-03-01
H004772,O01233,Closed Lost,2025-03-01,
H004773,O01234,Prospecting,2026-02-27,2026-02-27
H004774,O01234,Qualification,2026-02-27,2026-03-01
H004775,O01234,Proposal,2026-03-01,2026-03-15
H004776,O01234,Negotiation,2026-03-15,2026-03-19
H004777,O01234,Closed Won,2026-03-19,
H004778,O01235,Prospecting,2025-05-13,2025-05-22
H004779,O01235,Qualification,2025-05-22,2025-05-31
H004780,O01235,Proposal,2025-05-31,2025-06-17
H004781,O01235,Closed Lost,2025-06-17,
H004782,O01236,Prospecting,2024-11-09,2024-12-10
H004783,O01236,Qualification,2024-12-10,2024-12-22
H004784,O01236,Proposal,2024-12-22,2025-01-09
H004785,O01236,Negotiation,2025-01-09,2025-01-13
H004786,O01236,Closed Won,2025-01-13,
H004787,O01237,Prospecting,2024-07-01,2024-07-04
H004788,O01237,Qualification,2024-07-04,2024-07-12
H004789,O01237,Proposal,2024-07-12,2024-07-24
H004790,O01237,Negotiation,2024-07-24,2024-07-28
H004791,O01237,Closed Lost,2024-07-28,
H004792,O01238,Prospecting,2025-10-25,2026-02-19
H004793,O01238,Closed Lost,2026-02-19,
H004794,O01239,Prospecting,2025-09-01,2025-09-01
H004795,O01239,Qualification,2025-09-01,2025-09-13
H004796,O01239,Proposal,2025-09-13,2025-10-20
H004797,O01239,Negotiation,2025-10-20,2025-10-26
H004798,O01239,Closed Lost,2025-10-26,
H004799,O01240,Prospecting,2026-05-11,2026-05-18
H004800,O01240,Qualification,2026-05-18,
H004801,O01241,Prospecting,2025-06-18,2025-08-16
H004802,O01241,Closed Lost,2025-08-16,
H004803,O01242,Prospecting,2026-03-16,2026-04-14
H004804,O01242,Qualification,2026-04-14,2026-05-02
H004805,O01242,Proposal,2026-05-02,2026-05-02
H004806,O01242,Negotiation,2026-05-02,2026-05-06
H004807,O01242,Closed Won,2026-05-06,
H004808,O01243,Prospecting,2026-04-12,2026-04-21
H004809,O01243,Qualification,2026-04-21,2026-05-05
H004810,O01243,Proposal,2026-05-05,2025-09-07
H004811,O01243,Negotiation,2025-09-07,
H004812,O01244,Prospecting,2026-05-16,2026-05-28
H004813,O01244,Qualification,2026-05-28,
H004814,O01245,Prospecting,2024-11-17,2024-12-22
H004815,O01245,Qualification,2024-12-22,2025-01-31
H004816,O01245,Proposal,2025-01-31,2025-02-09
H004817,O01245,Negotiation,2025-02-09,2025-02-24
H004818,O01245,Closed Won,2025-02-24,
H004819,O01246,Prospecting,2026-03-04,
H004820,O01247,Prospecting,2025-10-30,2025-12-08
H004821,O01247,Qualification,2025-12-08,2025-12-20
H004822,O01247,Proposal,2025-12-20,2026-01-09
H004823,O01247,Negotiation,2026-01-09,2026-01-10
H004824,O01247,Closed Won,2026-01-10,
H004825,O01248,Prospecting,2024-05-12,2024-06-14
H004826,O01248,Qualification,2024-06-14,2024-06-27
H004827,O01248,Proposal,2024-06-27,2024-07-02
H004828,O01248,Negotiation,2024-07-02,2024-07-03
H004829,O01248,Closed Won,2024-07-03,
H004830,O01249,Prospecting,2024-08-04,2024-08-22
H004831,O01249,Qualification,2024-08-22,2024-08-26
H004832,O01249,Proposal,2024-08-26,2024-08-30
H004833,O01249,Negotiation,2024-08-30,2024-09-08
H004834,O01249,Closed Won,2024-09-08,
H004835,O01250,Prospecting,2024-05-07,2024-06-01
H004836,O01250,Qualification,2024-06-01,2024-06-14
H004837,O01250,Proposal,2024-06-14,2024-06-23
H004838,O01250,Negotiation,2024-06-23,2024-08-31
H004839,O01250,Closed Won,2024-08-31,
H004840,O01251,Prospecting,2025-07-12,2025-07-15
H004841,O01251,Qualification,2025-07-15,2025-07-23
H004842,O01251,Proposal,2025-07-23,2025-08-01
H004843,O01251,Closed Lost,2025-08-01,
H004844,O01252,Prospecting,2024-10-24,2024-11-25
H004845,O01252,Qualification,2024-11-25,2024-12-07
H004846,O01252,Closed Lost,2024-12-07,
H004847,O01253,Prospecting,2026-03-09,2026-03-12
H004848,O01253,Qualification,2026-03-12,2026-03-12
H004849,O01253,Proposal,2026-03-12,2026-04-02
H004850,O01253,Negotiation,2026-04-02,2026-04-05
H004851,O01253,Closed Won,2026-04-05,
H004852,O01254,Prospecting,2026-04-26,2026-05-01
H004853,O01254,Qualification,2026-05-01,
H004854,O01255,Prospecting,2025-07-05,2025-10-20
H004855,O01255,Closed Lost,2025-10-20,
H004856,O01256,Prospecting,2024-10-18,2024-12-14
H004857,O01256,Qualification,2024-12-14,2025-01-22
H004858,O01256,Proposal,2025-01-22,2025-02-04
H004859,O01256,Closed Lost,2025-02-04,
H004860,O01257,Prospecting,2026-04-13,2026-04-23
H004861,O01257,Qualification,2026-04-23,2026-05-11
H004862,O01257,Proposal,2026-05-11,2026-05-14
H004863,O01257,Negotiation,2026-05-14,
H004864,O01258,Prospecting,2026-04-06,2026-05-19
H004865,O01258,Qualification,2026-05-19,2026-05-26
H004866,O01258,Proposal,2026-05-26,
H004867,O01259,Prospecting,2025-08-20,2025-08-30
H004868,O01259,Qualification,2025-08-30,2025-10-20
H004869,O01259,Proposal,2025-10-20,2025-11-07
H004870,O01259,Negotiation,2025-11-07,2025-11-16
H004871,O01259,Closed Won,2025-11-16,
H004872,O01260,Prospecting,2026-05-12,2026-05-14
H004873,O01260,Qualification,2026-05-14,2026-05-23
H004874,O01260,Proposal,2026-05-23,2026-05-26
H004875,O01260,Negotiation,2026-05-26,
H004876,O01261,Prospecting,2026-04-01,
H004877,O01262,Prospecting,2025-10-20,2025-12-22
H004878,O01262,Closed Lost,2025-12-22,
H004879,O01263,Prospecting,2024-09-21,2024-09-27
H004880,O01263,Qualification,2024-09-27,2024-11-06
H004881,O01263,Closed Lost,2024-11-06,
H004882,O01264,Prospecting,2025-03-26,2025-03-29
H004883,O01264,Qualification,2025-03-29,2025-05-03
H004884,O01264,Proposal,2025-05-03,2025-07-17
H004885,O01264,Negotiation,2025-07-17,2025-07-18
H004886,O01264,Closed Lost,2025-07-18,
H004887,O01265,Prospecting,2024-06-01,2024-09-21
H004888,O01265,Closed Lost,2024-09-21,
H004889,O01266,Prospecting,2025-09-05,2025-09-07
H004890,O01266,Qualification,2025-09-07,2025-10-03
H004891,O01266,Proposal,2025-10-03,2025-10-14
H004892,O01266,Negotiation,2025-10-14,2025-10-19
H004893,O01266,Closed Won,2025-10-19,
H004894,O01267,Prospecting,2025-03-17,2025-04-04
H004895,O01267,Qualification,2025-04-04,2025-04-18
H004896,O01267,Proposal,2025-04-18,2025-05-07
H004897,O01267,Negotiation,2025-05-07,2025-05-21
H004898,O01267,Closed Won,2025-05-21,
H004899,O01268,Prospecting,2026-05-17,2026-05-18
H004900,O01268,Qualification,2026-05-18,2026-05-19
H004901,O01268,Proposal,2026-05-19,2026-05-29
H004902,O01268,Negotiation,2026-05-29,
H004903,O01269,Prospecting,2025-08-24,2025-08-27
H004904,O01269,Qualification,2025-08-27,2025-08-27
H004905,O01269,Proposal,2025-08-27,2025-09-24
H004906,O01269,Negotiation,2025-09-24,2025-10-31
H004907,O01269,Closed Won,2025-10-31,
H004908,O01270,Prospecting,2024-07-30,2024-08-08
H004909,O01270,Qualification,2024-08-08,2024-08-16
H004910,O01270,Proposal,2024-08-16,2024-08-22
H004911,O01270,Negotiation,2024-08-22,2024-10-01
H004912,O01270,Closed Won,2024-10-01,
H004913,O01271,Prospecting,2025-03-26,2025-04-12
H004914,O01271,Qualification,2025-04-12,2025-05-03
H004915,O01271,Proposal,2025-05-03,2025-05-05
H004916,O01271,Negotiation,2025-05-05,2025-05-14
H004917,O01271,Closed Won,2025-05-14,
H004918,O01272,Prospecting,2024-06-24,2024-07-26
H004919,O01272,Qualification,2024-07-26,2024-08-07
H004920,O01272,Proposal,2024-08-07,2024-08-31
H004921,O01272,Negotiation,2024-08-31,2024-09-12
H004922,O01272,Closed Won,2024-09-12,
H004923,O01273,Prospecting,2026-05-22,2026-05-24
H004924,O01273,Qualification,2026-05-24,
H004925,O01274,Prospecting,2024-09-05,2024-09-27
H004926,O01274,Qualification,2024-09-27,2024-11-07
H004927,O01274,Proposal,2024-11-07,2024-11-08
H004928,O01274,Negotiation,2024-11-08,2024-12-01
H004929,O01274,Closed Won,2024-12-01,
H004930,O01275,Prospecting,2026-05-04,2026-05-23
H004931,O01275,Qualification,2026-05-23,
H004932,O01276,Prospecting,2026-03-21,2026-04-05
H004933,O01276,Qualification,2026-04-05,2026-04-16
H004934,O01276,Proposal,2026-04-16,2026-04-18
H004935,O01276,Negotiation,2026-04-18,2026-04-29
H004936,O01276,Closed Won,2026-04-29,
H004937,O01277,Prospecting,2025-03-01,2025-03-31
H004938,O01277,Qualification,2025-03-31,2025-05-12
H004939,O01277,Closed Lost,2025-05-12,
H004940,O01278,Prospecting,2026-04-26,2026-05-23
H004941,O01278,Qualification,2026-05-23,
H004942,O01279,Prospecting,2025-06-04,2025-08-18
H004943,O01279,Qualification,2025-08-18,2025-08-18
H004944,O01279,Proposal,2025-08-18,2025-08-29
H004945,O01279,Negotiation,2025-08-29,2025-09-12
H004946,O01279,Closed Won,2025-09-12,
H004947,O01280,Prospecting,2025-04-14,2025-06-10
H004948,O01280,Qualification,2025-06-10,2025-06-20
H004949,O01280,Closed Lost,2025-06-20,
H004950,O01281,Prospecting,2025-02-11,2025-03-21
H004951,O01281,Qualification,2025-03-21,2025-04-17
H004952,O01281,Proposal,2025-04-17,2025-04-21
H004953,O01281,Negotiation,2025-04-21,2025-04-24
H004954,O01281,Closed Won,2025-04-24,
H004955,O01282,Prospecting,2025-09-25,2025-10-25
H004956,O01282,Qualification,2025-10-25,2025-12-22
H004957,O01282,Proposal,2025-12-22,2025-12-23
H004958,O01282,Negotiation,2025-12-23,2025-12-25
H004959,O01282,Closed Won,2025-12-25,
H004960,O01283,Prospecting,2024-06-08,2024-06-23
H004961,O01283,Qualification,2024-06-23,2024-07-31
H004962,O01283,Proposal,2024-07-31,2024-08-10
H004963,O01283,Closed Lost,2024-08-10,
H004964,O01284,Prospecting,2026-03-26,2026-04-21
H004965,O01284,Qualification,2026-04-21,2026-05-11
H004966,O01284,Proposal,2026-05-11,
H004967,O01285,Prospecting,2026-01-05,2026-03-06
H004968,O01285,Qualification,2026-03-06,2026-03-26
H004969,O01285,Proposal,2026-03-26,2026-04-02
H004970,O01285,Negotiation,2026-04-02,2026-04-26
H004971,O01285,Closed Won,2026-04-26,
H004972,O01286,Prospecting,2024-11-19,2024-12-12
H004973,O01286,Qualification,2024-12-12,2024-12-23
H004974,O01286,Proposal,2024-12-23,2024-12-31
H004975,O01286,Negotiation,2024-12-31,2025-03-05
H004976,O01286,Closed Won,2025-03-05,
H004977,O01287,Prospecting,2026-05-19,2026-05-20
H004978,O01287,Qualification,2026-05-20,2026-05-29
H004979,O01287,Proposal,2026-05-29,2025-10-16
H004980,O01287,Negotiation,2025-10-16,
H004981,O01288,Prospecting,2026-03-03,2026-05-30
H004982,O01288,Qualification,2026-05-30,
H004983,O01289,Prospecting,2024-09-08,2024-12-07
H004984,O01289,Closed Lost,2024-12-07,
H004985,O01290,Prospecting,2026-01-01,2026-02-19
H004986,O01290,Qualification,2026-02-19,2026-02-20
H004987,O01290,Proposal,2026-02-20,2026-02-21
H004988,O01290,Negotiation,2026-02-21,2026-02-26
H004989,O01290,Closed Won,2026-02-26,
H004990,O01291,Prospecting,2026-03-19,
H004991,O01292,Prospecting,2025-02-18,2025-05-22
H004992,O01292,Closed Lost,2025-05-22,
H004993,O01293,Prospecting,2026-05-16,2026-05-28
H004994,O01293,Qualification,2026-05-28,
H004995,O01294,Prospecting,2025-01-01,2025-01-03
H004996,O01294,Qualification,2025-01-03,2025-01-13
H004997,O01294,Proposal,2025-01-13,2025-01-28
H004998,O01294,Negotiation,2025-01-28,2025-01-30
H004999,O01294,Closed Lost,2025-01-30,
H005000,O01295,Prospecting,2025-06-22,2025-07-21
H005001,O01295,Qualification,2025-07-21,2025-08-16
H005002,O01295,Proposal,2025-08-16,2025-08-29
H005003,O01295,Negotiation,2025-08-29,2025-09-18
H005004,O01295,Closed Won,2025-09-18,
H005005,O01296,Prospecting,2026-03-07,
H005006,O01297,Prospecting,2024-06-26,2024-07-11
H005007,O01297,Qualification,2024-07-11,2024-07-13
H005008,O01297,Proposal,2024-07-13,2024-07-22
H005009,O01297,Negotiation,2024-07-22,2024-08-09
H005010,O01297,Closed Won,2024-08-09,
H005011,O01298,Prospecting,2024-07-14,2024-07-30
H005012,O01298,Qualification,2024-07-30,2024-09-11
H005013,O01298,Proposal,2024-09-11,2024-09-26
H005014,O01298,Negotiation,2024-09-26,2024-09-30
H005015,O01298,Closed Won,2024-09-30,
H005016,O01299,Prospecting,2026-05-06,2026-05-18
H005017,O01299,Qualification,2026-05-18,
H005018,O01300,Prospecting,2026-01-27,2026-02-07
H005019,O01300,Qualification,2026-02-07,2026-03-06
H005020,O01300,Closed Lost,2026-03-06,
H005021,O01301,Prospecting,2026-03-02,2026-03-23
H005022,O01301,Qualification,2026-03-23,2026-05-18
H005023,O01301,Proposal,2026-05-18,2026-05-23
H005024,O01301,Negotiation,2026-05-23,
H005025,O01302,Prospecting,2026-02-20,2026-02-25
H005026,O01302,Qualification,2026-02-25,2026-02-26
H005027,O01302,Proposal,2026-02-26,2026-03-10
H005028,O01302,Negotiation,2026-03-10,2026-04-10
H005029,O01302,Closed Won,2026-04-10,
H005030,O01303,Prospecting,2025-11-30,2025-12-12
H005031,O01303,Qualification,2025-12-12,2025-12-19
H005032,O01303,Proposal,2025-12-19,2026-01-22
H005033,O01303,Negotiation,2026-01-22,2026-02-05
H005034,O01303,Closed Won,2026-02-05,
H005035,O01304,Prospecting,2025-06-17,2025-06-29
H005036,O01304,Qualification,2025-06-29,2025-07-02
H005037,O01304,Proposal,2025-07-02,2025-07-19
H005038,O01304,Negotiation,2025-07-19,2025-07-28
H005039,O01304,Closed Lost,2025-07-28,
H005040,O01305,Prospecting,2025-08-11,2025-11-25
H005041,O01305,Closed Lost,2025-11-25,
H005042,O01306,Prospecting,2025-01-10,2025-02-06
H005043,O01306,Qualification,2025-02-06,2025-04-12
H005044,O01306,Closed Lost,2025-04-12,
H005045,O01307,Prospecting,2024-10-27,2024-11-30
H005046,O01307,Qualification,2024-11-30,2024-12-10
H005047,O01307,Closed Lost,2024-12-10,
H005048,O01308,Prospecting,2026-04-26,2026-05-10
H005049,O01308,Qualification,2026-05-10,2026-05-20
H005050,O01308,Proposal,2026-05-20,2026-05-28
H005051,O01308,Negotiation,2026-05-28,
H005052,O01309,Prospecting,2025-07-02,2025-09-18
H005053,O01309,Closed Lost,2025-09-18,
H005054,O01310,Prospecting,2026-03-31,2026-05-06
H005055,O01310,Qualification,2026-05-06,
H005056,O01311,Prospecting,2025-11-26,2026-03-10
H005057,O01311,Closed Lost,2026-03-10,
H005058,O01312,Prospecting,2026-04-12,2026-04-24
H005059,O01312,Qualification,2026-04-24,2026-05-02
H005060,O01312,Proposal,2026-05-02,2026-05-14
H005061,O01312,Negotiation,2026-05-14,2026-05-20
H005062,O01312,Closed Won,2026-05-20,
H005063,O01313,Prospecting,2025-07-19,2025-08-02
H005064,O01313,Qualification,2025-08-02,2025-08-02
H005065,O01313,Proposal,2025-08-02,2025-08-26
H005066,O01313,Closed Lost,2025-08-26,
H005067,O01314,Prospecting,2025-09-06,2025-11-14
H005068,O01314,Qualification,2025-11-14,2025-11-20
H005069,O01314,Proposal,2025-11-20,2025-11-25
H005070,O01314,Negotiation,2025-11-25,2025-12-06
H005071,O01314,Closed Won,2025-12-06,
H005072,O01315,Prospecting,2026-03-17,2026-03-28
H005073,O01315,Qualification,2026-03-28,2026-04-15
H005074,O01315,Proposal,2026-04-15,
H005075,O01316,Prospecting,2024-06-11,2024-09-19
H005076,O01316,Closed Lost,2024-09-19,
H005077,O01317,Prospecting,2025-06-05,2025-06-16
H005078,O01317,Qualification,2025-06-16,2025-07-12
H005079,O01317,Proposal,2025-07-12,2025-09-07
H005080,O01317,Negotiation,2025-09-07,2025-09-09
H005081,O01317,Closed Lost,2025-09-09,
H005082,O01318,Prospecting,2025-12-25,
H005083,O01319,Prospecting,2026-02-04,2026-02-07
H005084,O01319,Qualification,2026-02-07,2026-02-27
H005085,O01319,Proposal,2026-02-27,2026-03-18
H005086,O01319,Negotiation,2026-03-18,2026-04-02
H005087,O01319,Closed Won,2026-04-02,
H005088,O01320,Prospecting,2026-04-27,2026-05-04
H005089,O01320,Qualification,2026-05-04,2026-05-06
H005090,O01320,Proposal,2026-05-06,2026-05-21
H005091,O01320,Negotiation,2026-05-21,
H005092,O01321,Prospecting,2024-10-14,2024-12-23
H005093,O01321,Closed Lost,2024-12-23,
H005094,O01322,Prospecting,2024-09-18,2024-09-26
H005095,O01322,Qualification,2024-09-26,2024-12-10
H005096,O01322,Proposal,2024-12-10,2024-12-23
H005097,O01322,Closed Lost,2024-12-23,
H005098,O01323,Prospecting,2024-10-12,2024-10-18
H005099,O01323,Qualification,2024-10-18,2024-10-27
H005100,O01323,Proposal,2024-10-27,2024-10-31
H005101,O01323,Negotiation,2024-10-31,2024-11-07
H005102,O01323,Closed Won,2024-11-07,
H005103,O01324,Prospecting,2024-11-20,2024-11-23
H005104,O01324,Qualification,2024-11-23,2024-11-25
H005105,O01324,Proposal,2024-11-25,2024-12-30
H005106,O01324,Negotiation,2024-12-30,2025-01-03
H005107,O01324,Closed Won,2025-01-03,
H005108,O01325,Prospecting,2026-04-22,
H005109,O01326,Prospecting,2026-03-23,
H005110,O01327,Prospecting,2025-03-22,2025-05-09
H005111,O01327,Qualification,2025-05-09,2025-06-15
H005112,O01327,Closed Lost,2025-06-15,
H005113,O01328,Prospecting,2025-11-10,2025-11-15
H005114,O01328,Qualification,2025-11-15,2026-02-18
H005115,O01328,Proposal,2026-02-18,2026-02-23
H005116,O01328,Closed Lost,2026-02-23,
H005117,O01329,Prospecting,2026-04-08,
